package,module,phase,milliseconds,megabytes
lens-4.17.1,Data.Dynamic.Lens,CorePrep,0.85,0.6
lens-4.17.1,Data.Dynamic.Lens,CoreTidy,0.37,0.221
lens-4.17.1,Data.Dynamic.Lens,Desugar,1.93,0.878
lens-4.17.1,Data.Dynamic.Lens,Parser,1.28,4.316
lens-4.17.1,Data.Dynamic.Lens,Simplifier,1.2,1.11
lens-4.17.1,Data.HashSet.Lens,CodeGen,3.73,2.915
lens-4.17.1,Data.HashSet.Lens,CorePrep,0.54,0.244
lens-4.17.1,Data.HashSet.Lens,CoreTidy,0.23,0.102
lens-4.17.1,Data.HashSet.Lens,Desugar,1.12,0.405
lens-4.17.1,Data.HashSet.Lens,Parser,1.18,4.132
lens-4.17.1,Data.HashSet.Lens,Simplifier,0.66,0.472
lens-4.17.1,Data.IntSet.Lens,CodeGen,2.73,1.704
lens-4.17.1,Data.IntSet.Lens,CorePrep,0.44,0.196
lens-4.17.1,Data.IntSet.Lens,CoreTidy,0.22,0.097
lens-4.17.1,Data.IntSet.Lens,Desugar,1.04,1.015
lens-4.17.1,Data.IntSet.Lens,Parser,0.45,1.091
lens-4.17.1,Data.IntSet.Lens,Simplifier,0.73,0.509
lens-4.17.1,Data.List.Lens,CodeGen,9.71,12.331
lens-4.17.1,Data.List.Lens,CorePrep,0.84,0.62
lens-4.17.1,Data.List.Lens,CoreTidy,0.29,0.175
lens-4.17.1,Data.List.Lens,Desugar,2.06,1.412
lens-4.17.1,Data.List.Lens,Parser,1.56,5.392
lens-4.17.1,Data.List.Lens,Simplifier,1.81,1.883
lens-4.17.1,Data.Map.Lens,CodeGen,2.06,0.899
lens-4.17.1,Data.Map.Lens,CorePrep,0.42000000000000004,0.146
lens-4.17.1,Data.Map.Lens,CoreTidy,0.22,0.087
lens-4.17.1,Data.Map.Lens,Desugar,0.47,0.156
lens-4.17.1,Data.Map.Lens,Parser,0.36,1.218
lens-4.17.1,Data.Map.Lens,Simplifier,0.5,0.234
lens-4.17.1,Data.Sequence.Lens,CodeGen,17.82,21.271
lens-4.17.1,Data.Sequence.Lens,CorePrep,1.25,0.939
lens-4.17.1,Data.Sequence.Lens,CoreTidy,0.38,0.228
lens-4.17.1,Data.Sequence.Lens,Desugar,1.76,1.937
lens-4.17.1,Data.Sequence.Lens,Parser,1.12,2.863
lens-4.17.1,Data.Sequence.Lens,Simplifier,2.98,3.838
lens-4.17.1,Data.Set.Lens,CodeGen,3.16,2.044
lens-4.17.1,Data.Set.Lens,CorePrep,0.5,0.204
lens-4.17.1,Data.Set.Lens,CoreTidy,0.23,0.099
lens-4.17.1,Data.Set.Lens,Desugar,1.17,0.354
lens-4.17.1,Data.Set.Lens,Parser,1.24,4.305
lens-4.17.1,Data.Set.Lens,Simplifier,0.78,0.438
lens-4.17.1,Data.Text.Lazy.Lens,CodeGen,11.98,11.695
lens-4.17.1,Data.Text.Lazy.Lens,CorePrep,0.94,0.586
lens-4.17.1,Data.Text.Lazy.Lens,CoreTidy,0.37,0.183
lens-4.17.1,Data.Text.Lazy.Lens,Desugar,2.87,2.33
lens-4.17.1,Data.Text.Lazy.Lens,Parser,2.08,6.277
lens-4.17.1,Data.Text.Lazy.Lens,Simplifier,2.13,2.249
lens-4.17.1,Data.Text.Lens,CodeGen,16.54,16.844
lens-4.17.1,Data.Text.Lens,CorePrep,1.18,0.844
lens-4.17.1,Data.Text.Lens,CoreTidy,0.49,0.308
lens-4.17.1,Data.Text.Lens,Desugar,4.49,4.152
lens-4.17.1,Data.Text.Lens,Parser,2.33,5.825
lens-4.17.1,Data.Text.Lens,Simplifier,2.12,2.215
lens-4.17.1,Data.Text.Strict.Lens,CodeGen,11.2,11.518
lens-4.17.1,Data.Text.Strict.Lens,CorePrep,0.8,0.574
lens-4.17.1,Data.Text.Strict.Lens,CoreTidy,0.29,0.166
lens-4.17.1,Data.Text.Strict.Lens,Desugar,2.66,2.304
lens-4.17.1,Data.Text.Strict.Lens,Parser,2.58,6.216
lens-4.17.1,Data.Text.Strict.Lens,Simplifier,1.83,2.089
lens-4.17.1,Data.Tree.Lens,CodeGen,4.49,4.276
lens-4.17.1,Data.Tree.Lens,CorePrep,0.62,0.299
lens-4.17.1,Data.Tree.Lens,CoreTidy,0.23,0.108
lens-4.17.1,Data.Tree.Lens,Desugar,1.27,0.494
lens-4.17.1,Data.Tree.Lens,Parser,1.06,3.819
lens-4.17.1,Data.Tree.Lens,Simplifier,0.71,0.591
lens-4.17.1,Data.Typeable.Lens,CodeGen,15.64,19.865
lens-4.17.1,Data.Typeable.Lens,CorePrep,0.81,0.704
lens-4.17.1,Data.Typeable.Lens,CoreTidy,0.28,0.146
lens-4.17.1,Data.Typeable.Lens,Desugar,1.83,1.112
lens-4.17.1,Data.Typeable.Lens,Parser,1.23,4.024
lens-4.17.1,Data.Typeable.Lens,Simplifier,1.55,1.558
lens-4.17.1,Data.Vector.Generic.Lens,CodeGen,29.509999999999998,38.475
lens-4.17.1,Data.Vector.Generic.Lens,CorePrep,1.58,1.476
lens-4.17.1,Data.Vector.Generic.Lens,CoreTidy,0.42,0.335
lens-4.17.1,Data.Vector.Generic.Lens,Desugar,3.82,3.711
lens-4.17.1,Data.Vector.Generic.Lens,Parser,2.6,7.833
lens-4.17.1,Data.Vector.Generic.Lens,Simplifier,4.03,5.693
lens-4.17.1,Data.Vector.Lens,CodeGen,14.25,17.438000000000002
lens-4.17.1,Data.Vector.Lens,CorePrep,0.87,0.658
lens-4.17.1,Data.Vector.Lens,CoreTidy,0.28,0.159
lens-4.17.1,Data.Vector.Lens,Desugar,1.6,1.083
lens-4.17.1,Data.Vector.Lens,Parser,1.69,5.466
lens-4.17.1,Data.Vector.Lens,Simplifier,1.41,1.499
lens-4.17.1,GHC.Generics.Lens,CodeGen,23.84,28.173000000000002
lens-4.17.1,GHC.Generics.Lens,CorePrep,1.42,1.605
lens-4.17.1,GHC.Generics.Lens,CoreTidy,0.53,0.517
lens-4.17.1,GHC.Generics.Lens,Desugar,4.24,4.104
lens-4.17.1,GHC.Generics.Lens,Parser,2.65,8.036
lens-4.17.1,GHC.Generics.Lens,Simplifier,4.04,4.941
lens-4.17.1,Language.Haskell.TH.Lens,CodeGen,572.45,735.706
lens-4.17.1,Language.Haskell.TH.Lens,CorePrep,18.9,29.217
lens-4.17.1,Language.Haskell.TH.Lens,CoreTidy,5.7,6.169
lens-4.17.1,Language.Haskell.TH.Lens,Desugar,75.87,80.003
lens-4.17.1,Language.Haskell.TH.Lens,Parser,21.52,59.958
lens-4.17.1,Language.Haskell.TH.Lens,Simplifier,61.93,67.922
lens-4.17.1,Numeric.Lens,CodeGen,152.01,226.311
lens-4.17.1,Numeric.Lens,CorePrep,4.27,7.21
lens-4.17.1,Numeric.Lens,CoreTidy,1.09,1.005
lens-4.17.1,Numeric.Lens,Desugar,4.7,5.179
lens-4.17.1,Numeric.Lens,Parser,2.43,7.618
lens-4.17.1,Numeric.Lens,Simplifier,15.15,14.64
lens-4.17.1,Numeric.Natural.Lens,CodeGen,43.78,56.438
lens-4.17.1,Numeric.Natural.Lens,CorePrep,1.71,1.9489999999999998
lens-4.17.1,Numeric.Natural.Lens,CoreTidy,0.43,0.297
lens-4.17.1,Numeric.Natural.Lens,Desugar,3.08,2.791
lens-4.17.1,Numeric.Natural.Lens,Parser,1.67,5.334
lens-4.17.1,Numeric.Natural.Lens,Simplifier,2.61,2.713
lens-4.17.1,System.Exit.Lens,CodeGen,42.24,57.679
lens-4.17.1,System.Exit.Lens,CorePrep,2.1,2.1870000000000003
lens-4.17.1,System.Exit.Lens,CoreTidy,0.66,0.503
lens-4.17.1,System.Exit.Lens,Desugar,2.51,1.83
lens-4.17.1,System.Exit.Lens,Parser,1.65,5.12
lens-4.17.1,System.Exit.Lens,Simplifier,3.09,3.233
lens-4.17.1,System.FilePath.Lens,CodeGen,24.82,29.662
lens-4.17.1,System.FilePath.Lens,CorePrep,1.13,1.314
lens-4.17.1,System.FilePath.Lens,CoreTidy,0.36,0.292
lens-4.17.1,System.FilePath.Lens,Desugar,2.86,2.88
lens-4.17.1,System.FilePath.Lens,Parser,2.62,8.615
lens-4.17.1,System.FilePath.Lens,Simplifier,2.12,3.08
lens-4.17.1,System.IO.Error.Lens,CodeGen,22.990000000000002,27.36
lens-4.17.1,System.IO.Error.Lens,CorePrep,1.01,1.368
lens-4.17.1,System.IO.Error.Lens,CoreTidy,0.38,0.383
lens-4.17.1,System.IO.Error.Lens,Desugar,2.38,3.333
lens-4.17.1,System.IO.Error.Lens,Parser,1.21,3.12
lens-4.17.1,System.IO.Error.Lens,Simplifier,2.06,3.337
lens-4.17.1.log-color,Control.Exception.Lens,CodeGen,483.23,598.576
lens-4.17.1.log-color,Control.Exception.Lens,CorePrep,16.6,23.128999999999998
lens-4.17.1.log-color,Control.Exception.Lens,CoreTidy,5.39,5.708
lens-4.17.1.log-color,Control.Exception.Lens,Desugar,29.26,24.263
lens-4.17.1.log-color,Control.Exception.Lens,Parser,12.65,31.521
lens-4.17.1.log-color,Control.Exception.Lens,Simplifier,43.13,40.271
lens-4.17.1.log-color,Control.Lens,CodeGen,1.52,0.495
lens-4.17.1.log-color,Control.Lens,CorePrep,0.39,0.122
lens-4.17.1.log-color,Control.Lens,CoreTidy,0.2,0.073
lens-4.17.1.log-color,Control.Lens,Desugar,1.14,0.704
lens-4.17.1.log-color,Control.Lens,Parser,1.2,4.427
lens-4.17.1.log-color,Control.Lens,Simplifier,0.57,0.184
lens-4.17.1.log-color,Control.Lens.At,CodeGen,161.17000000000002,219.985
lens-4.17.1.log-color,Control.Lens.At,CorePrep,8.48,10.958
lens-4.17.1.log-color,Control.Lens.At,CoreTidy,5.27,4.48
lens-4.17.1.log-color,Control.Lens.At,Desugar,22.09,24.617
lens-4.17.1.log-color,Control.Lens.At,Parser,8.12,21.528
lens-4.17.1.log-color,Control.Lens.At,Simplifier,45.65,48.408
lens-4.17.1.log-color,Control.Lens.Combinators,CodeGen,1.3,0.525
lens-4.17.1.log-color,Control.Lens.Combinators,CorePrep,0.39,0.122
lens-4.17.1.log-color,Control.Lens.Combinators,CoreTidy,0.37,0.073
lens-4.17.1.log-color,Control.Lens.Combinators,Desugar,1.22,0.62
lens-4.17.1.log-color,Control.Lens.Combinators,Parser,1.6,5.517
lens-4.17.1.log-color,Control.Lens.Combinators,Simplifier,0.85,0.18
lens-4.17.1.log-color,Control.Lens.Cons,CodeGen,121.53999999999999,140.03300000000002
lens-4.17.1.log-color,Control.Lens.Cons,CorePrep,5.65,6.3149999999999995
lens-4.17.1.log-color,Control.Lens.Cons,CoreTidy,2.8,2.179
lens-4.17.1.log-color,Control.Lens.Cons,Desugar,10.9,10.299
lens-4.17.1.log-color,Control.Lens.Cons,Parser,6.24,15.321
lens-4.17.1.log-color,Control.Lens.Cons,Simplifier,12.31,14.192
lens-4.17.1.log-color,Control.Lens.Each,CodeGen,106.67,151.79000000000002
lens-4.17.1.log-color,Control.Lens.Each,CorePrep,5.03,8.283000000000001
lens-4.17.1.log-color,Control.Lens.Each,CoreTidy,4.56,4.973
lens-4.17.1.log-color,Control.Lens.Each,Desugar,84.43,111.624
lens-4.17.1.log-color,Control.Lens.Each,Parser,4.37,12.788
lens-4.17.1.log-color,Control.Lens.Each,Simplifier,32.69,43.797
lens-4.17.1.log-color,Control.Lens.Empty,CodeGen,55.41,60.153999999999996
lens-4.17.1.log-color,Control.Lens.Empty,CorePrep,2.87,3.189
lens-4.17.1.log-color,Control.Lens.Empty,CoreTidy,1.7,1.437
lens-4.17.1.log-color,Control.Lens.Empty,Desugar,12.53,7.417
lens-4.17.1.log-color,Control.Lens.Empty,Parser,3.32,8.856
lens-4.17.1.log-color,Control.Lens.Empty,Simplifier,7.94,9.888
lens-4.17.1.log-color,Control.Lens.Equality,CodeGen,8.95,9.021
lens-4.17.1.log-color,Control.Lens.Equality,CorePrep,1.1400000000000001,0.774
lens-4.17.1.log-color,Control.Lens.Equality,CoreTidy,0.6,0.439
lens-4.17.1.log-color,Control.Lens.Equality,Desugar,2.22,1.299
lens-4.17.1.log-color,Control.Lens.Equality,Parser,2.02,5.656
lens-4.17.1.log-color,Control.Lens.Equality,Simplifier,4.47,4.388
lens-4.17.1.log-color,Control.Lens.Extras,CodeGen,2.58,1.611
lens-4.17.1.log-color,Control.Lens.Extras,CorePrep,0.6,0.158
lens-4.17.1.log-color,Control.Lens.Extras,CoreTidy,0.22,0.088
lens-4.17.1.log-color,Control.Lens.Extras,Desugar,0.46,0.173
lens-4.17.1.log-color,Control.Lens.Extras,Parser,0.26,0.449
lens-4.17.1.log-color,Control.Lens.Extras,Simplifier,0.56,0.302
lens-4.17.1.log-color,Control.Lens.Fold,CodeGen,500.13,644.377
lens-4.17.1.log-color,Control.Lens.Fold,CorePrep,23.619999999999997,30.334
lens-4.17.1.log-color,Control.Lens.Fold,CoreTidy,8.43,7.632
lens-4.17.1.log-color,Control.Lens.Fold,Desugar,34,42.943
lens-4.17.1.log-color,Control.Lens.Fold,Parser,18.29,61.08
lens-4.17.1.log-color,Control.Lens.Fold,Simplifier,100.57,104.869
lens-4.17.1.log-color,Control.Lens.Getter,CodeGen,56.989999999999995,74.106
lens-4.17.1.log-color,Control.Lens.Getter,CorePrep,3.67,3.433
lens-4.17.1.log-color,Control.Lens.Getter,CoreTidy,0.71,0.699
lens-4.17.1.log-color,Control.Lens.Getter,Desugar,9.52,6.829
lens-4.17.1.log-color,Control.Lens.Getter,Parser,4.08,13.927
lens-4.17.1.log-color,Control.Lens.Getter,Simplifier,4.9,6.66
lens-4.17.1.log-color,Control.Lens.Indexed,CodeGen,1631.33,1741.586
lens-4.17.1.log-color,Control.Lens.Indexed,CorePrep,80.42,82.175
lens-4.17.1.log-color,Control.Lens.Indexed,CoreTidy,48.4,29.377
lens-4.17.1.log-color,Control.Lens.Indexed,Desugar,92.61,86.822
lens-4.17.1.log-color,Control.Lens.Indexed,Parser,15.09,42.534
lens-4.17.1.log-color,Control.Lens.Indexed,Simplifier,390.29,352.936
lens-4.17.1.log-color,Control.Lens.Internal,CodeGen,1.26,0.521
lens-4.17.1.log-color,Control.Lens.Internal,CorePrep,0.36,0.122
lens-4.17.1.log-color,Control.Lens.Internal,CoreTidy,0.19,0.073
lens-4.17.1.log-color,Control.Lens.Internal,Desugar,0.9,0.254
lens-4.17.1.log-color,Control.Lens.Internal,Parser,1.07,3.909
lens-4.17.1.log-color,Control.Lens.Internal,Simplifier,0.38,0.169
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CodeGen,173.55,217.81900000000002
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CorePrep,9.52,11.344999999999999
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CoreTidy,5.74,5.72
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Desugar,25.94,32.29
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Parser,5.45,15.69
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Simplifier,49.28,44.242
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CodeGen,51.25,70.963
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CorePrep,2.29,2.5679999999999996
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CoreTidy,1.05,0.852
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Desugar,18.1,25.633
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Parser,4.87,12.835
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Simplifier,13.27,15.417
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CodeGen,1.6,0.5720000000000001
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CorePrep,0.43,0.122
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CoreTidy,6.64,2.476
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Desugar,0.66,0.114
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Parser,0.16,0.425
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Simplifier,0.49,0.168
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CodeGen,3.17,1.6749999999999998
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CorePrep,0.47,0.172
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CoreTidy,0.22,0.104
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Desugar,1.19,0.392
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Parser,1.47,4.028
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Simplifier,0.68,0.384
lens-4.17.1.log-color,Control.Lens.Internal.Context,CodeGen,173.01,222.026
lens-4.17.1.log-color,Control.Lens.Internal.Context,CorePrep,9.87,12.214
lens-4.17.1.log-color,Control.Lens.Internal.Context,CoreTidy,5.54,4.935
lens-4.17.1.log-color,Control.Lens.Internal.Context,Desugar,30.15,38.553
lens-4.17.1.log-color,Control.Lens.Internal.Context,Parser,5.98,17.473
lens-4.17.1.log-color,Control.Lens.Internal.Context,Simplifier,58.82,55.152
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CodeGen,165.49,216.715
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CorePrep,5.1899999999999995,7.38
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CoreTidy,3.19,2.79
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Desugar,10.98,12.027
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Parser,4.38,11.048
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Simplifier,27.15,32.565
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CodeGen,42.75,52.650000000000006
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CorePrep,2.39,2.3339999999999996
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CoreTidy,1.24,0.876
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Desugar,5.11,3.118
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Parser,2.43,8.015
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Simplifier,8.53,7.285
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CodeGen,299.6,410.53700000000003
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CorePrep,9.91,13.834
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CoreTidy,2.99,3.055
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Desugar,17.29,29.984
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Parser,8.83,21.901
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Simplifier,35.13,28.921
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CodeGen,94.19,115.523
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CorePrep,3.2,5.048
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CoreTidy,2.15,2.516
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Desugar,6.5,7.887
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Parser,3.52,10.699
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Simplifier,17.52,20.136
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CodeGen,185.39,229.934
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CorePrep,8.05,9.038
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CoreTidy,2.77,3.316
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Desugar,79.56,11.833
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Parser,2.7,5.468
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Simplifier,17.9,26.29
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CodeGen,155.83,188.852
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CorePrep,9.44,10.015
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CoreTidy,3.85,4.284
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Desugar,25.65,24.505
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Parser,7.8,18.209
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Simplifier,136.74,35.525
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CodeGen,1.29,0.555
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CorePrep,0.41000000000000003,0.122
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CoreTidy,0.19,0.073
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Desugar,0.35,0.103
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Parser,0.14,0.255
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Simplifier,0.42,0.167
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CodeGen,12.260000000000002,13.709
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CorePrep,0.8999999999999999,0.924
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CoreTidy,0.67,0.668
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Desugar,2.41,2.052
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Parser,1.68,5.602
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Simplifier,3.51,4.578
lens-4.17.1.log-color,Control.Lens.Internal.Level,CodeGen,116.16,161.552
lens-4.17.1.log-color,Control.Lens.Internal.Level,CorePrep,3.8899999999999997,5.913
lens-4.17.1.log-color,Control.Lens.Internal.Level,CoreTidy,2.21,2.385
lens-4.17.1.log-color,Control.Lens.Internal.Level,Desugar,8.12,9.643
lens-4.17.1.log-color,Control.Lens.Internal.Level,Parser,3.07,9.103
lens-4.17.1.log-color,Control.Lens.Internal.Level,Simplifier,22.48,29.948
lens-4.17.1.log-color,Control.Lens.Internal.List,CodeGen,6.630000000000001,7.431
lens-4.17.1.log-color,Control.Lens.Internal.List,CorePrep,0.5900000000000001,0.298
lens-4.17.1.log-color,Control.Lens.Internal.List,CoreTidy,0.22,0.09
lens-4.17.1.log-color,Control.Lens.Internal.List,Desugar,1.22,0.387
lens-4.17.1.log-color,Control.Lens.Internal.List,Parser,1.1,3.913
lens-4.17.1.log-color,Control.Lens.Internal.List,Simplifier,0.62,0.384
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CodeGen,137.73000000000002,181.21
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CorePrep,6.66,9.137
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CoreTidy,3.64,4.296
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Desugar,13.06,14.752
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Parser,4.72,14.055
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Simplifier,32.44,32.321
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CodeGen,22,27.738
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CorePrep,1.29,1.346
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CoreTidy,0.82,0.729
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Desugar,2.9,2.235
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Parser,1.89,5.303
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Simplifier,4.36,5.397
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CodeGen,188.57999999999998,254.11599999999999
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CorePrep,5.62,7.518
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CoreTidy,1.33,1.149
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Desugar,7.22,8.089
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Parser,5.12,14.779
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Simplifier,12.07,14.267
lens-4.17.1.log-color,Control.Lens.Internal.Review,CodeGen,6.21,5.979
lens-4.17.1.log-color,Control.Lens.Internal.Review,CorePrep,0.64,0.41
lens-4.17.1.log-color,Control.Lens.Internal.Review,CoreTidy,0.29,0.204
lens-4.17.1.log-color,Control.Lens.Internal.Review,Desugar,0.65,0.434
lens-4.17.1.log-color,Control.Lens.Internal.Review,Parser,0.46,1.038
lens-4.17.1.log-color,Control.Lens.Internal.Review,Simplifier,0.88,0.816
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CodeGen,29.93,36.718
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CorePrep,1.6,1.796
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CoreTidy,0.69,0.653
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Desugar,2.64,2.505
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Parser,1.76,4.914
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Simplifier,4.04,5.063
lens-4.17.1.log-color,Control.Lens.Internal.TH,CodeGen,71.18,85.298
lens-4.17.1.log-color,Control.Lens.Internal.TH,CorePrep,1,1.156
lens-4.17.1.log-color,Control.Lens.Internal.TH,CoreTidy,0.51,0.309
lens-4.17.1.log-color,Control.Lens.Internal.TH,Desugar,2.16,1.765
lens-4.17.1.log-color,Control.Lens.Internal.TH,Parser,2.89,7.082
lens-4.17.1.log-color,Control.Lens.Internal.TH,Simplifier,2.35,2.923
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CodeGen,262.35,336.91700000000003
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CorePrep,13.56,16.317
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CoreTidy,6.97,8.279
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Desugar,31.45,23.851
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Parser,6.02,17.505
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Simplifier,35.78,38.63
lens-4.17.1.log-color,Control.Lens.Iso,CodeGen,116.24000000000001,125.68099999999998
